"Chr"	"Start"	"End"	"Conc"	"Conc_virus"	"Conc_mock"	"Fold"	"p-value"	"FDR"
"14216"	"chr16"	30984687	30985265	6.35	6.59	6.06	0.53	0.00316	0.0695
"1297"	"chr1"	50368248	50368776	5.11	5.48	4.62	0.86	0.00316	0.0695
"19030"	"chr19"	42606561	42607152	5.18	5.51	4.75	0.76	0.00316	0.0695
"32460"	"chr6"	72624633	72624882	3.91	3.35	4.31	-0.96	0.00317	0.0696
"19737"	"chr2"	10817391	10817744	4.12	3.53	4.54	-1	0.00317	0.0696
"12495"	"chr15"	43510186	43510402	3.34	2.31	3.93	-1.62	0.00318	0.0696
"19187"	"chr19"	46513495	46514050	5.95	6.3	5.47	0.84	0.00318	0.0696
"34818"	"chr7"	101282964	101283519	6.27	6.63	5.8	0.83	0.00318	0.0696
"18577"	"chr19"	18229400	18229727	4.07	3.16	4.62	-1.46	0.00318	0.0696
"3075"	"chr1"	195717725	195717967	3.79	3.22	4.19	-0.98	0.00318	0.0696
"19828"	"chr2"	19313073	19313296	1.96	1.14	2.48	-1.34	0.00318	0.0696
"2357"	"chr1"	151594121	151594480	5.77	6.01	5.48	0.53	0.00318	0.0696
"33657"	"chr7"	2921844	2922098	2.75	1.98	3.25	-1.26	0.00318	0.0696
"2270"	"chr1"	148254891	148255183	2.99	2.18	3.5	-1.32	0.00319	0.0698
"6410"	"chr11"	43944752	43945297	5.54	5.92	5.03	0.89	0.00319	0.0698
"1230"	"chr1"	46302082	46302317	2.3	2.86	1.35	1.51	0.0032	0.0698
"18059"	"chr19"	4375752	4376059	3.74	2.7	4.33	-1.64	0.0032	0.0698
"15745"	"chr17"	34420089	34420608	5.87	6.15	5.53	0.62	0.00321	0.0698
"7868"	"chr11"	128802676	128802944	3.39	2.59	3.9	-1.31	0.00321	0.0698
"31249"	"chr5"	177454381	177454745	6	6.27	5.66	0.6	0.00321	0.0698
"19308"	"chr19"	48795021	48795468	6.21	6.5	5.83	0.68	0.00321	0.0698
"30630"	"chr5"	139787206	139788427	7.22	7.48	6.9	0.58	0.00321	0.0698
"3226"	"chr1"	203216268	203216729	4.81	5.16	4.34	0.82	0.00321	0.0698
"34225"	"chr7"	43838823	43839235	6.64	6.92	6.29	0.62	0.00322	0.0699
"17224"	"chr18"	12744177	12744419	3.74	3	4.23	-1.24	0.00322	0.0699
"6686"	"chr11"	62424336	62425032	6.19	6.47	5.84	0.63	0.00322	0.0699
"14402"	"chr16"	57146727	57146939	2.48	1.35	3.1	-1.75	0.00322	0.0699
"32691"	"chr6"	99802430	99802629	2.19	2.96	0.39	2.57	0.00322	0.0699
"22854"	"chr20"	11205106	11205622	4.31	3.44	4.85	-1.41	0.00323	0.07
"22363"	"chr2"	229910712	229911064	2.93	3.35	2.35	1	0.00323	0.07
"31588"	"chr6"	16206575	16206977	5.62	5.87	5.33	0.54	0.00325	0.0703
"3259"	"chr1"	204360035	204360311	3.99	3.28	4.47	-1.19	0.00325	0.0703
"2600"	"chr1"	158124991	158125351	5.9	6.13	5.62	0.51	0.00325	0.0703
"5634"	"chr10"	124875582	124875787	2.21	1.29	2.76	-1.48	0.00325	0.0703
"26742"	"chr3"	138097448	138098010	4.11	3.47	4.54	-1.07	0.00325	0.0703
"23218"	"chr20"	37897259	37897513	2.9	2.1	3.42	-1.31	0.00326	0.0704
"28357"	"chr4"	87150806	87151125	5.24	5.61	4.73	0.88	0.00326	0.0704
"28802"	"chr4"	139295647	139296032	6.09	6.34	5.78	0.56	0.00327	0.0705
"22516"	"chr2"	237072271	237072842	5.89	6.14	5.59	0.55	0.00328	0.0707
"28102"	"chr4"	56656124	56656785	3.26	2.35	3.82	-1.47	0.00328	0.0707
"2764"	"chr1"	167401327	167401564	3.5	2.67	4.02	-1.35	0.00329	0.0708
"23053"	"chr20"	31723893	31724307	5.88	6.15	5.55	0.6	0.00329	0.0709
"17155"	"chr18"	8696734	8697070	5.95	6.27	5.55	0.72	0.0033	0.0709
"15606"	"chr17"	28494330	28495217	5.85	6.12	5.51	0.61	0.0033	0.0709
"10794"	"chr13"	110683262	110683506	3.47	2.75	3.94	-1.2	0.0033	0.0709
"17967"	"chr19"	2474563	2475007	6.09	6.42	5.65	0.77	0.0033	0.0709
"25372"	"chr3"	23183763	23184034	3.13	2.06	3.74	-1.68	0.00331	0.071
"31403"	"chr6"	2911782	2912002	2.89	2.06	3.41	-1.35	0.00332	0.0711
"22070"	"chr2"	207008655	207008838	1.87	0.99	2.41	-1.42	0.00332	0.0711
"27100"	"chr3"	168620953	168621173	2.54	1.59	3.1	-1.51	0.00332	0.0711
"33530"	"chr6"	168032427	168032677	2.83	1.75	3.44	-1.7	0.00332	0.0711
"7654"	"chr11"	119134266	119134738	4.35	3.9	4.69	-0.78	0.00332	0.0711
"37422"	"chr9"	6907752	6908093	4.34	3.74	4.76	-1.02	0.00333	0.0711
"9090"	"chr12"	67647817	67648100	3.04	1.93	3.65	-1.72	0.00333	0.0711
"12503"	"chr15"	43872241	43872730	4.19	3.74	4.53	-0.79	0.00334	0.0712
"38807"	"chr9"	131348665	131348957	2.52	1.53	3.1	-1.56	0.00334	0.0712
"20580"	"chr2"	74507144	74507469	4.68	5.03	4.2	0.84	0.00334	0.0712
"3624"	"chr1"	225438083	225438348	3.56	2.75	4.07	-1.33	0.00334	0.0712
"6195"	"chr11"	20110774	20111437	6.22	6.48	5.91	0.57	0.00334	0.0712
"10105"	"chr13"	27622250	27622784	3.07	2.06	3.65	-1.59	0.00334	0.0712
"32842"	"chr6"	112372272	112372665	4.06	3.57	4.43	-0.86	0.00334	0.0712
"3584"	"chr1"	222634466	222634742	4.7	5.12	4.11	1	0.00334	0.0712
"27707"	"chr4"	9000264	9000826	5.25	5.58	4.81	0.77	0.00335	0.0712
"35118"	"chr7"	128035779	128036029	3.27	1.97	3.94	-1.96	0.00335	0.0712
"33023"	"chr6"	129575380	129575625	4.58	5.12	3.71	1.41	0.00335	0.0712
"24943"	"chr22"	43388167	43388848	6.51	6.87	6.03	0.84	0.00335	0.0712
"1135"	"chr1"	41600000	41600247	3.59	2.37	4.25	-1.87	0.00335	0.0712
"31965"	"chr6"	33771481	33771866	6.03	6.31	5.69	0.62	0.00336	0.0713
"6829"	"chr11"	65780772	65780959	1.71	2.28	0.77	1.51	0.00336	0.0713
"31699"	"chr6"	25718229	25718445	3.3	1.93	3.99	-2.06	0.00336	0.0713
"37260"	"chr8"	143740267	143740832	4.3	3.72	4.71	-0.99	0.00337	0.0713
"21259"	"chr2"	131041071	131041291	2.59	1.59	3.17	-1.58	0.00337	0.0713
"15164"	"chr17"	4156836	4157216	2.95	2.39	3.35	-0.96	0.00337	0.0713
"17216"	"chr18"	12394472	12394714	3.27	2.65	3.71	-1.06	0.00337	0.0713
"30761"	"chr5"	143825149	143825489	5.91	6.18	5.59	0.59	0.00339	0.0717
"15137"	"chr17"	2828232	2828788	5.86	6.23	5.37	0.87	0.0034	0.0718
"32557"	"chr6"	83065684	83066047	6.07	6.34	5.73	0.61	0.0034	0.0718
"23449"	"chr20"	49603212	49603458	3.33	2.68	3.78	-1.1	0.0034	0.0718
"1869"	"chr1"	101288468	101288834	5.85	6.25	5.3	0.95	0.00341	0.0719
"15184"	"chr17"	4815317	4815649	3.22	2.6	3.66	-1.06	0.00341	0.0719
"35128"	"chr7"	128387541	128388183	5.86	6.16	5.48	0.68	0.00341	0.0719
"31806"	"chr6"	30481289	30481455	2.18	0.99	2.82	-1.83	0.00341	0.0719
"12141"	"chr14"	106663842	106664350	3.65	4.25	2.59	1.66	0.00342	0.072
"15501"	"chr17"	19110939	19111464	4.35	4.75	3.79	0.96	0.00342	0.072
"9022"	"chr12"	62603153	62603411	3.32	2.21	3.95	-1.74	0.00343	0.0721
"22077"	"chr2"	207487925	207488272	3.19	1.93	3.85	-1.92	0.00344	0.0722
"38464"	"chr9"	114271862	114272098	3.37	2.38	3.95	-1.58	0.00344	0.0722
"26608"	"chr3"	128845228	128845449	2.24	1.6	2.69	-1.09	0.00344	0.0722
"33814"	"chr7"	16926314	16926598	3.48	2.44	4.07	-1.63	0.00344	0.0722
"7310"	"chr11"	93089579	93089836	3.21	2.09	3.83	-1.73	0.00345	0.0722
"343"	"chr1"	11719598	11720496	6.47	6.78	6.06	0.73	0.00345	0.0722
"9675"	"chr12"	114858500	114858710	1.98	1.07	2.53	-1.46	0.00345	0.0722
"20972"	"chr2"	107572904	107573163	2.75	1.8	3.32	-1.51	0.00345	0.0723
"18853"	"chr19"	38514841	38515485	5.84	6.1	5.52	0.58	0.00345	0.0723
"12058"	"chr14"	104077925	104078372	6.57	6.82	6.27	0.55	0.00345	0.0723
"6173"	"chr11"	18764187	18764633	5.71	5.97	5.39	0.58	0.00346	0.0723
"32477"	"chr6"	73733058	73733690	5.81	6.12	5.41	0.7	0.00347	0.0724
"33623"	"chr7"	2068802	2068980	2.19	1.22	2.76	-1.54	0.00347	0.0725
"11762"	"chr14"	83217488	83217968	3.39	2.7	3.86	-1.16	0.00347	0.0725
"916"	"chr1"	32073051	32073514	3.42	3.84	2.82	1.02	0.00348	0.0725
"21776"	"chr2"	179850239	179850494	3.21	2.09	3.83	-1.74	0.00348	0.0725
"33475"	"chr6"	161152951	161153246	3.95	3.14	4.47	-1.33	0.00348	0.0726
"15313"	"chr17"	8631237	8631591	2.95	3.36	2.37	0.99	0.00348	0.0726
"38378"	"chr9"	109182887	109183860	3.84	2.69	4.48	-1.79	0.00349	0.0727
"3949"	"chr10"	3120146	3120388	3.25	2.14	3.87	-1.73	0.00349	0.0727
"26349"	"chr3"	112043668	112043964	5.36	5.7	4.9	0.81	0.0035	0.0729
"10049"	"chr13"	24683852	24684204	5.84	6.19	5.39	0.8	0.0035	0.0729
"19912"	"chr2"	24830426	24830638	2.47	1.95	2.85	-0.9	0.00351	0.073
"27151"	"chr3"	172035160	172035396	2.62	1.59	3.21	-1.62	0.00352	0.073
"15451"	"chr17"	17681712	17682281	2.25	2.79	1.36	1.43	0.00352	0.0731
"29702"	"chr5"	53096015	53096253	4.68	5.13	4.01	1.13	0.00352	0.0731
"13447"	"chr15"	91247640	91247907	5.12	5.53	4.55	0.99	0.00352	0.0731
"5167"	"chr10"	96719891	96720086	2.32	1.42	2.88	-1.46	0.00353	0.0732
"33288"	"chr6"	148947935	148948245	5.44	5.78	4.98	0.81	0.00354	0.0733
"13647"	"chr16"	1330252	1330854	5.03	5.45	4.44	1.01	0.00354	0.0733
"37715"	"chr9"	35902789	35903276	4.54	5	3.87	1.13	0.00354	0.0733
"13716"	"chr16"	2785563	2785925	2.35	1.35	2.93	-1.58	0.00355	0.0734
"22489"	"chr2"	235051150	235051383	2.6	3.18	1.6	1.59	0.00355	0.0734
"941"	"chr1"	32886591	32887139	5.24	4.82	5.57	-0.75	0.00355	0.0734
"27506"	"chr4"	1009592	1009814	1.57	2.21	0.39	1.82	0.00355	0.0734
"20431"	"chr2"	67846495	67846832	5.09	5.55	4.43	1.11	0.00356	0.0736
"8822"	"chr12"	53381922	53382168	2.62	3.12	1.84	1.27	0.00357	0.0736
"23954"	"chr21"	31933742	31933957	1.81	0.99	2.33	-1.34	0.00357	0.0736
"36658"	"chr8"	95305181	95305698	6.04	6.36	5.63	0.73	0.00357	0.0736
"14723"	"chr16"	75251385	75251862	2.4	2.91	1.6	1.3	0.00358	0.0737
"913"	"chr1"	31977787	31978077	2.71	1.7	3.3	-1.6	0.00358	0.0738
"10361"	"chr13"	48334549	48334829	2.87	1.53	3.55	-2.01	0.00358	0.0738
"21416"	"chr2"	151162292	151162551	2.61	1.8	3.12	-1.32	0.00359	0.0738
"28395"	"chr4"	89438195	89438491	2.82	1.98	3.34	-1.37	0.0036	0.074
"12816"	"chr15"	64809886	64810489	6.48	6.66	6.26	0.4	0.0036	0.074
"18799"	"chr19"	35510152	35510890	6.12	6.37	5.81	0.55	0.0036	0.074
"473"	"chr1"	17419558	17420234	6.57	6.81	6.27	0.55	0.00361	0.074
"7464"	"chr11"	108025744	108026024	2.62	1.59	3.22	-1.63	0.00361	0.074
"29928"	"chr5"	73218668	73218935	3.23	2.62	3.66	-1.04	0.00361	0.074
"18007"	"chr19"	3324240	3324749	5.64	6.02	5.12	0.9	0.00361	0.074
"24005"	"chr21"	34582852	34583125	3.37	2.24	4	-1.75	0.00361	0.074
"32558"	"chr6"	83067401	83067747	6.3	6.57	5.96	0.61	0.00362	0.0742
"23275"	"chr20"	40968749	40969049	6.2	6.49	5.85	0.64	0.00363	0.0743
"13953"	"chr16"	17476593	17477116	4.08	3.62	4.43	-0.81	0.00363	0.0743
"762"	"chr1"	27044525	27044869	6.36	6.61	6.05	0.56	0.00364	0.0744
"17175"	"chr18"	9951177	9951581	4.33	3.8	4.71	-0.92	0.00364	0.0744
"38277"	"chr9"	98707209	98707530	4.34	3.74	4.77	-1.03	0.00364	0.0744
"24979"	"chr22"	45101727	45102148	3.99	3.05	4.55	-1.49	0.00364	0.0744
"24322"	"chr22"	20174939	20175436	2.86	1.84	3.45	-1.6	0.00364	0.0744
"13757"	"chr16"	3690435	3690785	5.94	6.23	5.58	0.65	0.00366	0.0747
"39495"	"chrX"	50211609	50211758	1.86	0.99	2.39	-1.41	0.00366	0.0747
"25731"	"chr3"	49014006	49014469	4.76	4.4	5.06	-0.65	0.00367	0.0748
"6749"	"chr11"	64271421	64271715	2.78	3.42	1.57	1.85	0.00367	0.0748
"2452"	"chr1"	154766064	154766273	2.53	1.59	3.09	-1.5	0.00368	0.0748
"1181"	"chr1"	44005486	44006000	6.55	6.84	6.18	0.65	0.00368	0.0749
"32789"	"chr6"	109397184	109397476	2.38	1.22	3.01	-1.8	0.00368	0.0749
"1142"	"chr1"	42173169	42173725	6.28	6.56	5.93	0.63	0.00369	0.0749
"6817"	"chr11"	65573972	65574514	6.3	6.57	5.95	0.62	0.00369	0.0749
"25975"	"chr3"	62559944	62560176	3.3	2.44	3.83	-1.38	0.00369	0.0749
"29238"	"chr4"	185597593	185597932	5.98	6.23	5.67	0.56	0.00369	0.075
"5358"	"chr10"	103660326	103660594	4.09	4.47	3.58	0.89	0.0037	0.0751
"35904"	"chr8"	22430311	22430583	3.49	2.8	3.95	-1.16	0.00371	0.0751
"9452"	"chr12"	101830687	101831264	5.96	6.36	5.39	0.97	0.00371	0.0751
"1753"	"chr1"	91830283	91830520	4.05	3.34	4.52	-1.19	0.00371	0.0751
"764"	"chr1"	27097424	27097842	6.2	6.45	5.9	0.55	0.00371	0.0751
"14408"	"chr16"	57422420	57422688	4.66	4.08	5.08	-1	0.00371	0.0751
"10957"	"chr14"	22853043	22853858	6.75	7	6.44	0.56	0.00372	0.0753
"13008"	"chr15"	73683613	73684051	3.63	2.62	4.22	-1.6	0.00373	0.0753
"7886"	"chr11"	129881658	129881922	3.66	2.75	4.21	-1.47	0.00373	0.0753
"9212"	"chr12"	79690021	79690329	2.81	3.19	2.3	0.89	0.00373	0.0753
"2107"	"chr1"	117758742	117759486	5.85	6.12	5.51	0.62	0.00373	0.0753
"32519"	"chr6"	79048712	79048937	3.17	2.38	3.67	-1.29	0.00373	0.0753
"31157"	"chr5"	173166296	173166571	4.93	4.54	5.24	-0.71	0.00374	0.0754
"5511"	"chr10"	116737580	116737820	3.7	3.04	4.15	-1.11	0.00375	0.0755
"24868"	"chr22"	40683105	40683420	4.93	4.51	5.26	-0.75	0.00375	0.0755
"34814"	"chr7"	101192518	101192842	6.1	6.46	5.62	0.84	0.00375	0.0755
"15557"	"chr17"	21129081	21129331	3.49	2.06	4.19	-2.13	0.00375	0.0755
"15511"	"chr17"	19237123	19237689	3.32	3.77	2.66	1.11	0.00375	0.0755
"23046"	"chr20"	31569174	31569885	6.09	6.37	5.74	0.63	0.00375	0.0755
"24760"	"chr22"	37567254	37567781	5.61	5.98	5.12	0.86	0.00376	0.0755
"40157"	"chrX"	153953408	153953930	5.79	6.13	5.34	0.8	0.00376	0.0756
"31228"	"chr5"	176818045	176818386	2.69	1.64	3.28	-1.64	0.00377	0.0756
"12607"	"chr15"	50876922	50877288	5.87	6.11	5.58	0.53	0.00377	0.0756
"30426"	"chr5"	129126725	129126947	2.63	1.64	3.21	-1.57	0.00377	0.0756
"31262"	"chr5"	177561292	177561580	3.63	2.8	4.15	-1.36	0.00377	0.0756
"1947"	"chr1"	109792056	109792353	3.97	3.38	4.39	-1	0.00378	0.0757
"34508"	"chr7"	76512946	76513268	3.71	3.04	4.17	-1.13	0.00378	0.0757
"24286"	"chr22"	19073859	19074059	1.96	0.99	2.54	-1.55	0.00379	0.0758
"5263"	"chr10"	100872181	100872622	5.23	5.6	4.73	0.87	0.00379	0.0758
"14326"	"chr16"	50821686	50821865	1.86	0.99	2.41	-1.42	0.00379	0.0758
"7704"	"chr11"	120240343	120240631	2.48	1.48	3.06	-1.58	0.00381	0.0761
"31768"	"chr6"	28988555	28988965	4.5	4.9	3.96	0.94	0.00381	0.0761
"4289"	"chr10"	30726646	30727143	5.58	5.93	5.11	0.83	0.00382	0.0762
"2763"	"chr1"	167267833	167268141	5.41	5.7	5.05	0.65	0.00382	0.0762
"26630"	"chr3"	129608728	129608996	2.61	1.89	3.09	-1.19	0.00382	0.0762
"12568"	"chr15"	48085134	48085341	2.59	1.64	3.16	-1.51	0.00382	0.0762
"27524"	"chr4"	1726087	1726882	6.58	6.86	6.21	0.65	0.00383	0.0762
"6914"	"chr11"	67606751	67607247	4.67	5.04	4.16	0.88	0.00383	0.0763
"30884"	"chr5"	150286892	150287170	3.26	2.68	3.68	-1	0.00384	0.0764
"21254"	"chr2"	130797168	130797809	6.15	6.39	5.87	0.52	0.00384	0.0764
"36591"	"chr8"	89253279	89253562	4	3.3	4.47	-1.17	0.00384	0.0764
"18508"	"chr19"	16376684	16376951	3.63	2.8	4.15	-1.36	0.00385	0.0764
"33760"	"chr7"	11343886	11344188	4.35	4.84	3.59	1.26	0.00385	0.0766
"14168"	"chr16"	30021464	30022194	6.38	6.67	6.03	0.65	0.00386	0.0767
"17270"	"chr18"	22704385	22704648	4.03	4.39	3.54	0.85	0.00387	0.0767
"22684"	"chr20"	1440085	1440343	2.46	1.53	3.02	-1.48	0.00387	0.0767
"36310"	"chr8"	56447927	56448371	5.71	6.1	5.16	0.94	0.00388	0.0769
"35748"	"chr8"	11409397	11409738	3.74	2.84	4.29	-1.45	0.00389	0.077
"21113"	"chr2"	118855401	118856182	6.37	6.66	6	0.66	0.0039	0.0772
"9543"	"chr12"	108511964	108512816	5.62	5.89	5.27	0.62	0.0039	0.0772
"29681"	"chr5"	45038451	45038679	2.38	1.71	2.84	-1.13	0.0039	0.0772
"31573"	"chr6"	15248021	15248679	5.04	5.47	4.43	1.04	0.0039	0.0772
"25788"	"chr3"	50614101	50614667	6.2	6.41	5.94	0.47	0.00391	0.0772
"14505"	"chr16"	66830787	66831194	5.86	6.23	5.38	0.85	0.00391	0.0772
"38085"	"chr9"	88076871	88077080	1.73	2.35	0.63	1.72	0.00391	0.0772
"9353"	"chr12"	93991067	93991412	3.17	2.25	3.73	-1.48	0.00391	0.0772
"37221"	"chr8"	142726661	142727232	6.16	6.5	5.7	0.8	0.00392	0.0773
"21237"	"chr2"	128755391	128755714	4.83	5.14	4.42	0.73	0.00392	0.0773
"37270"	"chr8"	143974595	143975570	6.63	6.94	6.25	0.69	0.00392	0.0773
"6861"	"chr11"	66336665	66336988	3.22	3.82	2.18	1.63	0.00393	0.0773
"11651"	"chr14"	75147524	75147769	3.15	2.28	3.69	-1.41	0.00393	0.0773
"35805"	"chr8"	13727732	13727987	4.2	4.65	3.53	1.13	0.00393	0.0773
"13527"	"chr15"	99058980	99059305	5.67	5.98	5.26	0.72	0.00394	0.0776
"24462"	"chr22"	23750763	23751023	3.2	3.7	2.41	1.29	0.00395	0.0776
"38096"	"chr9"	88652353	88652596	3.16	2.09	3.76	-1.67	0.00396	0.0778
"1667"	"chr1"	85576865	85577386	5.22	5.55	4.79	0.76	0.00396	0.0779
"26599"	"chr3"	128572573	128572985	3.08	2.02	3.69	-1.68	0.00397	0.0779
"26435"	"chr3"	119600796	119601007	2.63	1.59	3.23	-1.64	0.00397	0.0779
"25022"	"chr22"	46803196	46803924	6.05	6.35	5.68	0.67	0.00397	0.0779
"33432"	"chr6"	158660270	158660734	3.64	2.77	4.18	-1.41	0.00397	0.0779
"1273"	"chr1"	47710513	47710921	6.28	6.52	5.99	0.53	0.00398	0.0779
"20412"	"chr2"	65553303	65553714	5.58	5.89	5.2	0.69	0.00398	0.0779
"1804"	"chr1"	94463801	94464034	2.86	1.79	3.47	-1.68	0.00398	0.0779
"23845"	"chr21"	17387083	17387329	4.08	4.54	3.4	1.14	0.00399	0.078
"10754"	"chr13"	107373495	107373804	4.25	3.58	4.7	-1.12	0.00399	0.078
"36749"	"chr8"	101158846	101159168	3.64	3.09	4.04	-0.95	0.00399	0.078
"289"	"chr1"	9491102	9491396	5.5	5.8	5.13	0.67	0.00399	0.078
"3377"	"chr1"	207876246	207876468	2.65	1.64	3.24	-1.59	0.004	0.0781
"13789"	"chr16"	4624084	4624589	6.07	6.36	5.72	0.63	0.004	0.0781
"5315"	"chr10"	102122081	102122344	3.21	2.09	3.83	-1.74	0.004	0.0781
"24911"	"chr22"	42444413	42444955	5.69	6.13	5.03	1.1	0.00401	0.0781
"12795"	"chr15"	63599640	63599875	3.15	2.28	3.69	-1.4	0.00401	0.0781
"1246"	"chr1"	46547836	46548514	4.5	3.86	4.95	-1.09	0.00401	0.0781
"17888"	"chr19"	1252799	1253028	3.12	3.64	2.29	1.36	0.00401	0.0781
"32185"	"chr6"	43263180	43263792	5.39	4.88	5.76	-0.88	0.00401	0.0781
"28428"	"chr4"	95095464	95095659	3.16	2.29	3.69	-1.4	0.00402	0.0782
"19915"	"chr2"	25041352	25041567	2.2	1.22	2.78	-1.56	0.00403	0.0784
"24163"	"chr21"	44012593	44012885	3.42	3.78	2.94	0.84	0.00405	0.0786
"20879"	"chr2"	100562881	100563141	2.78	3.35	1.84	1.5	0.00405	0.0786
"38950"	"chr9"	136439736	136440304	6.24	6.54	5.86	0.68	0.00405	0.0786
"16248"	"chr17"	49368482	49368727	3.2	2.28	3.75	-1.47	0.00405	0.0786
"663"	"chr1"	24308747	24308982	2.09	1.29	2.61	-1.32	0.00406	0.0786
"26426"	"chr3"	119145398	119145662	4.57	4.1	4.92	-0.81	0.00406	0.0786
"31604"	"chr6"	16764308	16764877	3.46	2.44	4.05	-1.61	0.00407	0.0789
"18244"	"chr19"	10119789	10120311	6.39	6.67	6.04	0.64	0.00407	0.0789
"26368"	"chr3"	113288076	113288437	6.17	6.4	5.89	0.51	0.00408	0.079
"29546"	"chr5"	35202423	35202673	3.85	3.28	4.26	-0.98	0.0041	0.0792
"27809"	"chr4"	20249483	20249700	3.49	2.68	4	-1.33	0.00411	0.0794
"34309"	"chr7"	48337079	48337304	2.94	2.06	3.48	-1.41	0.00411	0.0794
"30882"	"chr5"	150218182	150218787	5.7	6	5.32	0.68	0.00411	0.0794
"4183"	"chr10"	22586278	22586762	3.86	3.11	4.36	-1.25	0.00412	0.0795
"11793"	"chr14"	88463273	88463556	2.63	1.53	3.25	-1.71	0.00414	0.0798
"29498"	"chr5"	31929282	31929558	3.98	3.48	4.34	-0.87	0.00414	0.0798
"15099"	"chr17"	1713852	1714119	3.4	3.9	2.64	1.26	0.00414	0.0798
"14964"	"chr16"	87956691	87957146	3.76	3.22	4.16	-0.94	0.00414	0.0798
"25860"	"chr3"	53134591	53135048	4.73	4.18	5.13	-0.95	0.00415	0.0799
"26673"	"chr3"	132726206	132726636	4.9	5.32	4.3	1.01	0.00415	0.0799
"12902"	"chr15"	68430906	68431159	2.31	1.42	2.86	-1.44	0.00416	0.0801
"11555"	"chr14"	69708901	69709127	2.41	1.42	2.99	-1.58	0.00417	0.0801
"227"	"chr1"	7577301	7577646	3.01	1.89	3.64	-1.75	0.00417	0.0802
"7052"	"chr11"	72683454	72684870	6.91	6.77	7.04	-0.27	0.00417	0.0802
"12276"	"chr15"	31365778	31366251	3.88	3	4.42	-1.42	0.00418	0.0802
"22728"	"chr20"	3676585	3676989	5.55	5.83	5.21	0.62	0.00418	0.0802
"7864"	"chr11"	128632160	128632702	5.16	4.7	5.51	-0.81	0.00418	0.0803
"17529"	"chr18"	48949565	48950165	3.24	3.64	2.67	0.97	0.00418	0.0803
"26758"	"chr3"	138923461	138923898	6.07	6.4	5.66	0.74	0.00419	0.0803
"20310"	"chr2"	55432100	55432326	3.55	2.83	4.03	-1.2	0.00419	0.0803
"17027"	"chr17"	82414584	82414992	4.34	3.43	4.9	-1.47	0.00419	0.0803
"38548"	"chr9"	121550471	121550883	6.19	6.53	5.73	0.8	0.0042	0.0803
"23086"	"chr20"	32945787	32946020	3.51	2.7	4.02	-1.32	0.0042	0.0803
"26895"	"chr3"	149967136	149967379	2.72	3.29	1.79	1.49	0.00421	0.0805
"14647"	"chr16"	70703397	70704004	4.27	3.2	4.88	-1.67	0.00424	0.0809
"19786"	"chr2"	15159723	15160142	3.81	3.14	4.27	-1.13	0.00424	0.0809
"16090"	"chr17"	44878693	44878954	3.8	2.61	4.44	-1.82	0.00424	0.0809
"13227"	"chr15"	80970083	80970358	4.78	5.2	4.18	1.02	0.00424	0.0809
"1513"	"chr1"	65581237	65581415	1.87	1.07	2.39	-1.32	0.00424	0.0809
"38847"	"chr9"	133147326	133148068	6.43	6.67	6.14	0.54	0.00424	0.0809
"32531"	"chr6"	79869619	79869973	5.88	6.14	5.57	0.56	0.00424	0.0809
"19978"	"chr2"	27683329	27683944	5.88	6.25	5.39	0.85	0.00425	0.0809
"9678"	"chr12"	115895267	115895672	3.06	2.38	3.52	-1.13	0.00425	0.0809
"2631"	"chr1"	160162342	160162626	3.59	2.89	4.06	-1.17	0.00425	0.0809
"18583"	"chr19"	18279280	18279751	5.59	5.93	5.13	0.8	0.00425	0.0809
"19228"	"chr19"	47305133	47305674	6.17	6.44	5.82	0.62	0.00426	0.0809
"3175"	"chr1"	201945294	201945687	3.19	2.28	3.74	-1.46	0.00426	0.0809
"14447"	"chr16"	58336681	58336984	5.88	6.14	5.57	0.57	0.00426	0.081
"22537"	"chr2"	237571976	237572542	6.3	6.51	6.05	0.46	0.00427	0.0811
"35566"	"chr7"	155009650	155009892	2.94	1.64	3.61	-1.96	0.00427	0.0811
"21804"	"chr2"	182763368	182763797	4.49	3.93	4.89	-0.97	0.00428	0.0812
"25815"	"chr3"	51982443	51983041	4.85	5.16	4.45	0.71	0.00428	0.0812
"24920"	"chr22"	42661970	42662321	5.31	5.65	4.88	0.77	0.00429	0.0812
"4399"	"chr10"	43689953	43690790	6.32	6.52	6.09	0.43	0.00429	0.0812
"32232"	"chr6"	44304602	44305311	5.66	5.94	5.32	0.62	0.00429	0.0812
"4259"	"chr10"	29448942	29449720	5.91	6.22	5.5	0.72	0.0043	0.0813
"19340"	"chr19"	49363369	49363594	2.21	2.87	0.96	1.91	0.0043	0.0813
"29919"	"chr5"	72818986	72819292	4.53	4.96	3.9	1.06	0.0043	0.0813
"7510"	"chr11"	111870829	111871184	3.09	2.14	3.66	-1.52	0.0043	0.0813
"10194"	"chr13"	33542700	33543136	6.01	6.22	5.77	0.45	0.0043	0.0813
"22676"	"chr20"	1209514	1209724	3	2.28	3.48	-1.2	0.00432	0.0815
"2874"	"chr1"	175481213	175481626	2.92	1.84	3.52	-1.68	0.00432	0.0815
"776"	"chr1"	27366477	27366728	4.2	4.57	3.71	0.86	0.00432	0.0815
"31501"	"chr6"	8983134	8983480	6.15	6.45	5.76	0.7	0.00433	0.0817
"15879"	"chr17"	39576284	39576553	4.3	3.8	4.68	-0.88	0.00434	0.0817
